fold,strategy,model,position_strategy,trading_method,confidence_threshold,total_return_pct,alpha_pct,final_capital,num_trades,win_rate,max_drawdown
1,Futures Day Trading,LogisticRegression,fixed_10,futures_day,0.2,-8.230615067258961,-63.877465037100244,917693.8493274103,48,0.3541666666666667,0.10145198361281355
1,Futures Swing Trading,LogisticRegression,fixed_10,futures_swing,0.2,6.199552493963711,-49.447297475877576,1061995.5249396372,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_10,spot_day,0.3,7.125391041320017,-48.52145892852127,1071253.9104132003,3,1.0,0.01145164159633399
1,Spot Swing Trading,LogisticRegression,fixed_10,spot_swing,0.3,1.994978822283966,-53.651871147557316,1019949.7882228397,1,1.0,0.003134420396585229
1,Futures Day Trading,LogisticRegression,fixed_10,futures_day,0.3,-4.577879153907594,-60.22472912374888,954221.2084609241,22,0.36363636363636365,0.06504942609876047
1,Futures Swing Trading,LogisticRegression,fixed_10,futures_swing,0.3,6.199552493963711,-49.447297475877576,1061995.5249396372,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_30,spot_day,0.0,2.3463068716341295,-53.30054309820716,1023463.0687163414,19,0.3684210526315789,0.05570211079295498
1,Spot Swing Trading,LogisticRegression,fixed_30,spot_swing,0.0,5.98493646685192,-49.661913502989364,1059849.3646685192,1,1.0,0.009142740030635456
1,Futures Day Trading,LogisticRegression,fixed_30,futures_day,0.0,-24.4083049637552,-80.05515493359648,755916.950362448,150,0.4533333333333333,0.3508316887285834
1,Futures Swing Trading,LogisticRegression,fixed_30,futures_swing,0.0,18.59865748189118,-37.048192487950104,1185986.5748189117,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_30,spot_day,0.2,17.19421726288173,-38.452632706959555,1171942.1726288174,5,0.8,0.0370115363643725
1,Spot Swing Trading,LogisticRegression,fixed_30,spot_swing,0.2,5.98493646685192,-49.661913502989364,1059849.3646685192,1,1.0,0.009142740030635456
1,Futures Day Trading,LogisticRegression,fixed_30,futures_day,0.2,-23.681968899273997,-79.32881886911528,763180.31100726,48,0.3541666666666667,0.28114983036891195
1,Futures Swing Trading,LogisticRegression,fixed_30,futures_swing,0.2,18.59865748189118,-37.048192487950104,1185986.5748189117,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_30,spot_day,0.3,22.248533762918754,-33.39831620692253,1222485.3376291876,3,1.0,0.03406792990894116
1,Spot Swing Trading,LogisticRegression,fixed_30,spot_swing,0.3,5.98493646685192,-49.661913502989364,1059849.3646685192,1,1.0,0.009142740030635456
1,Futures Day Trading,LogisticRegression,fixed_30,futures_day,0.3,-13.673211106615401,-69.32006107645668,863267.888933846,22,0.36363636363636365,0.18759219394701684
1,Futures Swing Trading,LogisticRegression,fixed_30,futures_swing,0.3,18.59865748189118,-37.048192487950104,1185986.5748189117,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_50,spot_day,0.0,3.391261869430995,-52.25558810041029,1033912.6186943098,19,0.3684210526315789,0.09152480391345069
1,Spot Swing Trading,LogisticRegression,fixed_50,spot_swing,0.0,9.974894111419896,-45.671955858421384,1099748.9411141989,1,1.0,0.014827108992181072
1,Futures Day Trading,LogisticRegression,fixed_50,futures_day,0.0,-40.546534259486734,-96.19338422932802,594534.6574051327,150,0.4533333333333333,0.5322898479826726
1,Futures Swing Trading,LogisticRegression,fixed_50,futures_swing,0.0,30.997762469818625,-24.64908750002266,1309977.6246981863,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_50,spot_day,0.2,29.320079993993133,-26.32676997584815,1293200.7999399314,5,0.8,0.06128072516831753
1,Spot Swing Trading,LogisticRegression,fixed_50,spot_swing,0.2,9.974894111419896,-45.671955858421384,1099748.9411141989,1,1.0,0.014827108992181072
1,Futures Day Trading,LogisticRegression,fixed_50,futures_day,0.2,-37.611440259276904,-93.25829022911819,623885.5974072309,48,0.3541666666666667,0.43367147704385955
1,Futures Swing Trading,LogisticRegression,fixed_50,futures_swing,0.2,30.997762469818625,-24.64908750002266,1309977.6246981863,1,1.0,0.0
1,Spot Day Trading,LogisticRegression,fixed_50,spot_day,0.3,38.563366781071885,-17.0834831887694,1385633.6678107188,3,1.0,0.05631985384226251
1,Spot Swing Trading,LogisticRegression,fixed_50,spot_swing,0.3,9.974894111419896,-45.671955858421384,1099748.9411141989,1,1.0,0.014827108992181072
1,Futures Day Trading,LogisticRegression,fixed_50,futures_day,0.3,-22.582365745330502,-78.22921571517179,774176.342546695,22,0.36363636363636365,0.2997886936064574
1,Futures Swing Trading,LogisticRegression,fixed_50,futures_swing,0.3,30.997762469818625,-24.64908750002266,1309977.6246981863,1,1.0,0.0
1,Spot Day Trading,NaiveBayes,fixed_10,spot_day,0.0,-4.517151863764868,-60.16400183360615,954828.4813623513,29,0.3103448275862069,0.04721959476172027
1,Spot Swing Trading,NaiveBayes,fixed_10,spot_swing,0.0,0.959147246490244,-54.68770272335104,1009591.4724649024,2,0.5,0.008122969779307489
1,Futures Day Trading,NaiveBayes,fixed_10,futures_day,0.0,-29.460247325979005,-85.1070972958203,705397.5267402099,150,0.4,0.3007825901333655
1,Futures Swing Trading,NaiveBayes,fixed_10,futures_swing,0.0,3.2324083137304838,-52.4144416561108,1032324.0831373048,2,0.5,0.018940368704303517
1,Spot Day Trading,NaiveBayes,fixed_10,spot_day,0.2,0.47247875038927134,-55.17437121945201,1004724.7875038927,13,0.5384615384615384,0.016172951486155204
1,Spot Swing Trading,NaiveBayes,fixed_10,spot_swing,0.2,0.959147246490244,-54.68770272335104,1009591.4724649024,2,0.5,0.008122969779307489
1,Futures Day Trading,NaiveBayes,fixed_10,futures_day,0.2,-18.12983828007877,-73.77668824992006,818701.6171992123,84,0.38095238095238093,0.1915378983271082
1,Futures Swing Trading,NaiveBayes,fixed_10,futures_swing,0.2,3.2324083137304838,-52.4144416561108,1032324.0831373048,2,0.5,0.018940368704303517
1,Spot Day Trading,NaiveBayes,fixed_10,spot_day,0.3,2.1649289416804995,-53.481921028160784,1021649.289416805,9,0.6666666666666666,0.0208187428875927
1,Spot Swing Trading,NaiveBayes,fixed_10,spot_swing,0.3,0.959147246490244,-54.68770272335104,1009591.4724649024,2,0.5,0.008122969779307489
1,Futures Day Trading,NaiveBayes,fixed_10,futures_day,0.3,-15.352462475186247,-70.99931244502753,846475.3752481375,60,0.35,0.16411150715860903
1,Futures Swing Trading,NaiveBayes,fixed_10,futures_swing,0.3,3.2324083137304838,-52.4144416561108,1032324.0831373048,2,0.5,0.018940368704303517
1,Spot Day Trading,NaiveBayes,fixed_30,spot_day,0.0,-13.076311834364695,-68.72316180420597,869236.881656353,29,0.3103448275862069,0.13629194936684472
1,Spot Swing Trading,NaiveBayes,fixed_30,spot_swing,0.0,2.808230646604759,-52.83861932323653,1028082.3064660475,2,0.5,0.024368909337922698
