date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume,XRP_Open,XRP_High,XRP_Low,XRP_Close,XRP_Volume,SOL_Open,SOL_High,SOL_Low,SOL_Close,SOL_Volume,ADA_Open,ADA_High,ADA_Low,ADA_Close,ADA_Volume,DOGE_Open,DOGE_High,DOGE_Low,DOGE_Close,DOGE_Volume,AVAX_Open,AVAX_High,AVAX_Low,AVAX_Close,AVAX_Volume,DOT_Open,DOT_High,DOT_Low,DOT_Close,DOT_Volume,fg_fear_greed,usdt_totalCirculating,usdt_totalCirculatingUSD,usdt_totalMintedUSD,usdt_totalUnreleased,usdt_totalBridgedToUSD,aave_aave_eth_tvl,lido_lido_eth_tvl,makerdao_makerdao_eth_tvl,uniswap_uniswap_eth_tvl,curve_curve-dex_eth_tvl,chain_eth_chain_tvl,funding_fundingRate,l2_arbitrum_tvl,l2_optimism_tvl,l2_base_tvl,l2_zksync era_tvl,sp500_SP500,vix_VIX,gold_GOLD,dxy_DXY
2019-06-25,12896000.0,13999000.0,12850000.0,13941000.0,15996.640205,363250.0,377450.0,361050.0,375900.0,121953.43371358,551.0,560.0,541.0,553.0,144949481.01963454,0.0,0.0,0.0,0.0,0.0,114.0,115.0,110.0,114.0,168308881.79019994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,912682982.0,913799860.0,913799860.0,87374512.0,0.0,0.0,0.0,496046598,19609361,0.0,572841925,0.0,0.0,0.0,0.0,0.0,2917.3798828125,16.280000686645508,1414.9000244140625,96.16000366210938
2019-06-26,13942000.0,16840000.0,13858000.0,15854000.0,49346.44063007,375900.0,440650.0,373600.0,411200.0,419127.58808459,553.0,593.0,551.0,566.0,475019891.2260178,0.0,0.0,0.0,0.0,0.0,114.0,126.0,113.0,119.0,736478062.8132772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,933442942.0,934585224.0,934585224.0,66614552.0,0.0,0.0,0.0,489147945,19930816,0.0,571494615,0.0,0.0,0.0,0.0,0.0,2913.780029296875,16.209999084472656,1411.5999755859375,96.20999908447266
2019-06-27,15854000.0,16451000.0,13088000.0,14028000.0,53630.66520719,411500.0,422200.0,347500.0,369000.0,346522.80796193,566.0,574.0,497.0,508.0,380697306.3900685,0.0,0.0,0.0,0.0,0.0,119.0,121.0,104.0,106.0,465062974.61475575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,935953224.0,937098578.0,937098578.0,64104270.0,0.0,0.0,0.0,511626277,20309146,0.0,597282109,0.0,0.0,0.0,0.0,0.0,2924.919921875,15.81999969482422,1408.4000244140625,96.19000244140624
2019-06-28,14021000.0,15400000.0,13597000.0,15307000.0,34255.78282605,368850.0,385850.0,364250.0,384000.0,181484.60856997,508.0,527.0,501.0,525.0,181375810.4671232,0.0,0.0,0.0,0.0,0.0,106.0,111.0,105.0,109.0,266316819.41278347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,939069708.0,940218877.0,940218877.0,60987785.0,0.0,0.0,0.0,475808626,18441493,0.0,555390168,0.0,0.0,0.0,0.0,0.0,2941.760009765625,15.079999923706056,1409.699951171875,96.12999725341795
2019-06-29,15306000.0,15446000.0,14246000.0,14576000.0,20528.56039002,384000.0,396950.0,366000.0,389700.0,122102.78868019,525.0,525.0,503.0,522.0,123782261.47979432,0.0,0.0,0.0,0.0,0.0,110.0,112.0,104.0,111.0,179467610.9641463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,953784760.0,954951936.0,954951936.0,46272733.0,0.0,0.0,0.0,466399126,19430562,0.0,548534096,0.0,0.0,0.0,0.0,0.0,2941.760009765625,15.079999923706056,1409.699951171875,96.12999725341795
2019-06-30,14576000.0,14823000.0,13501000.0,13598000.0,15823.17086473,389700.0,396500.0,363000.0,366050.0,131285.63834147,522.0,526.0,493.0,495.0,101449725.36040378,0.0,0.0,0.0,0.0,0.0,111.0,112.0,102.0,103.0,159975177.56440032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,980784760.0,981984977.0,981984977.0,19272733.0,0.0,0.0,0.0,462481827,20054247,0.0,545618207,0.0,0.0,0.0,0.0,0.0,2941.760009765625,15.079999923706056,1409.699951171875,96.12999725341795
2019-07-01,13599000.0,13846000.0,12330000.0,13026000.0,25148.22954355,366250.0,372600.0,343450.0,361250.0,166301.74336992,494.0,520.0,477.0,499.0,179641372.72506538,0.0,0.0,0.0,0.0,0.0,103.0,106.0,97.9,103.0,264812933.7849775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,980784760.0,981984977.0,981984977.0,19272733.0,0.0,0.0,0.0,456268317,18560450,0.0,537371447,0.0,0.0,0.0,0.0,0.0,2964.330078125,14.0600004196167,1385.5999755859375,96.83999633789062
2019-07-02,13027000.0,13352000.0,11850000.0,13205000.0,33653.85372014,361200.0,365000.0,331100.0,355150.0,168142.05100704,500.0,506.0,469.0,486.0,166747082.34680316,0.0,0.0,0.0,0.0,0.0,102.0,104.0,93.6,98.0,247164325.36161965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1014984560.0,1016226628.0,1016226628.0,85072933.0,0.0,0.0,0.0,449573211,19444061,0.0,530426404,0.0,0.0,0.0,0.0,0.0,2973.010009765625,12.93000030517578,1404.5999755859375,96.7300033569336
2019-07-03,13205000.0,14450000.0,13205000.0,14419000.0,29701.05312366,355150.0,366450.0,350950.0,363650.0,112978.42078534,486.0,496.0,477.0,490.0,106445721.0207795,0.0,0.0,0.0,0.0,0.0,98.0,102.0,96.0,99.5,162928041.86478806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1026798506.0,1028055031.0,1028055031.0,73258988.0,0.0,0.0,0.0,422752474,19347741,0.0,502513836,0.0,0.0,0.0,0.0,0.0,2995.820068359375,12.56999969482422,1417.699951171875,96.7699966430664
2019-07-04,14424000.0,14543000.0,13446000.0,13535000.0,17777.00140039,363650.0,365500.0,340950.0,342750.0,70821.43857176,490.0,490.0,467.0,469.0,79052471.743062,0.0,0.0,0.0,0.0,0.0,99.4,99.4,93.6,94.1,120256412.876938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1079861704.0,1081183164.0,1081183164.0,20195790.0,0.0,0.0,0.0,446709587,19828625,0.0,532202178,0.0,0.0,0.0,0.0,0.0,2995.820068359375,12.56999969482422,1417.699951171875,96.7699966430664
2019-07-05,13535000.0,13790000.0,13100000.0,13367000.0,15604.87414517,342750.0,357000.0,340000.0,349550.0,76495.1120648,469.0,471.0,455.0,460.0,74881710.67252395,0.0,0.0,0.0,0.0,0.0,94.0,94.9,91.8,92.6,74636176.90011226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1116896654.0,1118263435.0,1118263435.0,83160840.0,0.0,0.0,0.0,450396090,19004998,0.0,536969989,0.0,0.0,0.0,0.0,0.0,2990.409912109375,13.279999732971191,1396.699951171875,97.25
2019-07-06,13352000.0,13980000.0,13337000.0,13607000.0,11029.65693401,349050.0,356150.0,344900.0,348050.0,69896.97819551,460.0,493.0,457.0,471.0,117700230.41128676,0.0,0.0,0.0,0.0,0.0,92.7,96.6,91.8,93.6,110072338.1967045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1161094247.0,1162515114.0,1162515114.0,38963246.0,0.0,0.0,0.0,446145178,20309325,0.0,536429791,0.0,0.0,0.0,0.0,0.0,2990.409912109375,13.279999732971191,1396.699951171875,97.25
2019-07-07,13608000.0,13777000.0,13402000.0,13652000.0,6112.29934939,348100.0,370350.0,344500.0,364550.0,82288.33595197,471.0,482.0,466.0,474.0,65348310.41874806,0.0,0.0,0.0,0.0,0.0,93.5,95.5,92.5,95.4,46390439.68880141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1176587247.0,1178027073.0,1178027073.0,23470246.0,0.0,0.0,0.0,437338187,20340340,0.0,528223283,0.0,0.0,0.0,0.0,0.0,2990.409912109375,13.279999732971191,1396.699951171875,97.25
2019-07-08,13658000.0,14712000.0,13504000.0,14570000.0,13219.12416828,364600.0,374350.0,359200.0,371450.0,102099.41890406,474.0,482.0,468.0,478.0,88093451.5057758,0.0,0.0,0.0,0.0,0.0,95.4,97.8,93.9,95.3,81913645.27967665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1186577247.0,1188029298.0,1188029298.0,13480246.0,0.0,0.0,0.0,443343259,21458825,0.0,536619783,0.0,0.0,0.0,0.0,0.0,2975.949951171875,13.960000038146973,1397.0,97.37999725341795
2019-07-09,14569000.0,15167000.0,14449000.0,14940000.0,18409.06927592,371450.0,377450.0,362000.0,366150.0,85068.45238739,479.0,485.0,466.0,469.0,80015535.53254162,0.0,0.0,0.0,0.0,0.0,95.3,96.3,92.0,92.6,79287399.27552447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1254318097.0,1255853044.0,1255853044.0,45739397.0,0.0,0.0,0.0,466967211,21819087,0.0,564140396,0.0,0.0,0.0,0.0,0.0,2979.6298828125,14.09000015258789,1397.5,97.48999786376952
2019-07-10,14940000.0,15537000.0,14010000.0,14595000.0,29004.84701858,366000.0,372500.0,336600.0,348500.0,130162.30411548,468.0,472.0,418.0,435.0,164517743.84800246,0.0,0.0,0.0,0.0,0.0,92.6,93.3,82.5,86.8,143493145.5628452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1300780750.0,1302372556.0,1302372556.0,99276743.0,0.0,0.0,0.0,470895366,21980315,0.0,569084754,0.0,0.0,0.0,0.0,0.0,2993.070068359375,13.029999732971191,1410.0999755859375,97.0999984741211
2019-07-11,14594000.0,14662000.0,13488000.0,13770000.0,25449.01584899,348500.0,348800.0,318700.0,326250.0,112659.9348829,436.0,438.0,388.0,399.0,188643935.45157453,0.0,0.0,0.0,0.0,0.0,86.7,86.8,75.5,78.9,139972854.03936765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1302074472.0,1303667861.0,1303667861.0,97983021.0,0.0,0.0,0.0,464515891,21539815,0.0,560567065,0.0,0.0,0.0,0.0,0.0,2999.909912109375,12.93000030517578,1404.300048828125,97.0500030517578
2019-07-12,13770000.0,14300000.0,13240000.0,14199000.0,17827.61270592,326250.0,337600.0,318800.0,331400.0,95137.97759656,399.0,423.0,382.0,415.0,191498330.1279501,0.0,0.0,0.0,0.0,0.0,78.8,84.8,75.5,83.7,134544403.63743824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1332057121.0,1333687200.0,1333687200.0,68000373.0,0.0,0.0,0.0,415707720,20360610,0.0,504610928,0.0,0.0,0.0,0.0,0.0,3013.77001953125,12.390000343322754,1409.9000244140625,96.80999755859376
2019-07-13,14194000.0,14266000.0,13373000.0,13810000.0,10525.64945175,331400.0,332200.0,321600.0,326600.0,38946.71868717,415.0,416.0,397.0,405.0,71721965.62086305,0.0,0.0,0.0,0.0,0.0,83.6,85.5,79.2,81.1,58835405.10495521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1357769536.0,1359431080.0,1359431080.0,42287958.0,0.0,0.0,0.0,418931130,21020529,0.0,511192650,0.0,0.0,0.0,0.0,0.0,3013.77001953125,12.390000343322754,1409.9000244140625,96.80999755859376
2019-07-14,13810000.0,13857000.0,12393000.0,12425000.0,18601.5880795,327100.0,327750.0,274000.0,276200.0,237661.83583478,405.0,406.0,367.0,371.0,125814137.05434129,0.0,0.0,0.0,0.0,0.0,81.4,81.4,72.1,72.4,86481711.76632012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1357769536.0,1359431080.0,1359431080.0,42287958.0,0.0,0.0,0.0,402788805,20392465,0.0,494118393,0.0,0.0,0.0,0.0,0.0,3013.77001953125,12.390000343322754,1409.9000244140625,96.80999755859376
2019-07-15,12425000.0,13440000.0,11858000.0,13166000.0,23622.08610276,276150.0,284550.0,245700.0,277750.0,351204.26187486,372.0,391.0,355.0,381.0,198157613.36985764,0.0,0.0,0.0,0.0,0.0,72.4,73.0,65.9,71.8,195081981.111226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1362769536.0,1364437199.0,1364437199.0,37287958.0,0.0,0.0,0.0,367200046,17738122,0.0,455560455,0.0,0.0,0.0,0.0,0.0,3014.300048828125,12.68000030517578,1411.4000244140625,96.93000030517578
2019-07-16,13162000.0,13388000.0,11325000.0,11448000.0,25524.42453999,277750.0,283450.0,235650.0,240750.0,237024.9507695,381.0,389.0,355.0,358.0,137623022.7215926,0.0,0.0,0.0,0.0,0.0,71.8,74.0,61.8,63.0,128672676.36884856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1382639229.0,1384331208.0,1384331208.0,17418264.0,0.0,0.0,0.0,363696330,17654707,0.0,455381736,0.0,0.0,0.0,0.0,0.0,3004.0400390625,12.859999656677246,1409.199951171875,97.4000015258789
2019-07-17,11448000.0,11993000.0,10880000.0,11648000.0,29435.3111246,241000.0,263450.0,231100.0,254250.0,235226.94557481,359.0,387.0,351.0,374.0,169717343.49997795,0.0,0.0,0.0,0.0,0.0,62.8,69.6,59.1,66.4,154856186.5000326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1394773938.0,1396480766.0,1396480766.0,5283556.0,0.0,0.0,0.0,375940987,15469231,0.0,464155133,0.0,0.0,0.0,0.0,0.0,2984.419921875,13.970000267028809,1421.300048828125,97.22000122070312
2019-07-18,11642000.0,12800000.0,11082000.0,12659000.0,30361.56543744,254250.0,273000.0,245200.0,268700.0,227419.63551243,374.0,387.0,363.0,381.0,184931429.9220984,0.0,0.0,0.0,0.0,0.0,66.4,70.6,63.7,69.5,158086993.5993505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1408557968.0,1410281664.0,1410281664.0,41499525.0,0.0,0.0,0.0,352295628,16531553,0.0,443467021,0.0,0.0,0.0,0.0,0.0,2995.110107421875,13.529999732971191,1426.0999755859375,96.79000091552734
2019-07-19,12656000.0,12805000.0,12210000.0,12549000.0,16966.26425103,268750.0,270400.0,256350.0,263300.0,110979.40103121,382.0,386.0,373.0,381.0,79696500.74985088,0.0,0.0,0.0,0.0,0.0,69.6,72.3,67.5,71.1,69057390.67631659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1421063708.0,1422802708.0,1422802708.0,28993785.0,0.0,0.0,0.0,340124977,16956918,0.0,435097294,0.0,0.0,0.0,0.0,0.0,2976.610107421875,14.449999809265137,1425.0999755859375,97.1500015258789
2019-07-20,12549000.0,13090000.0,12410000.0,12780000.0,12766.06610129,263300.0,278100.0,262950.0,271800.0,136122.22828104,381.0,404.0,379.0,397.0,103919194.2290924,0.0,0.0,0.0,0.0,0.0,71.1,77.0,70.8,74.7,92398642.31135786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1436771670.0,1438529892.0,1438529892.0,13285823.0,0.0,0.0,0.0,335732017,17127355,0.0,435277161,0.0,0.0,0.0,0.0,0.0,2976.610107421875,14.449999809265137,1425.0999755859375,97.1500015258789
2019-07-21,12780000.0,12843000.0,12300000.0,12565000.0,7503.34531353,271950.0,272850.0,260000.0,267350.0,85741.29982041,396.0,399.0,383.0,392.0,58136766.12189928,0.0,0.0,0.0,0.0,0.0,74.6,76.4,70.5,72.7,50876104.78096067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1437921670.0,1439681299.0,1439681299.0,12135823.0,0.0,0.0,0.0,347864237,17522134,0.0,453915398,0.0,0.0,0.0,0.0,0.0,2976.610107421875,14.449999809265137,1425.0999755859375,97.1500015258789
2019-07-22,12565000.0,12683000.0,12101000.0,12310000.0,7619.39808956,267350.0,271000.0,253850.0,259300.0,76918.46850457,392.0,395.0,376.0,383.0,59491744.43214818,0.0,0.0,0.0,0.0,0.0,72.5,73.8,69.8,70.8,52820418.94703188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1437921670.0,1439681299.0,1439681299.0,12135823.0,0.0,0.0,0.0,379385819,17234282,0.0,487345782,0.0,0.0,0.0,0.0,0.0,2985.030029296875,13.529999732971191,1425.300048828125,97.26000213623048
2019-07-23,12311000.0,12337000.0,11770000.0,11797000.0,9196.95112987,259250.0,260650.0,250000.0,254150.0,80999.62528146,383.0,383.0,367.0,370.0,61807067.40523782,0.0,0.0,0.0,0.0,0.0,70.9,71.5,66.1,66.7,61297553.18971435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1439643347.0,1441405083.0,1441405083.0,10414147.0,0.0,0.0,0.0,326654235,16704104,0.0,437106528,0.0,0.0,0.0,0.0,0.0,3005.469970703125,12.609999656677246,1420.0999755859375,97.70999908447266
2019-07-24,11797000.0,11811000.0,11327000.0,11611000.0,8792.82200225,254400.0,259000.0,240000.0,257150.0,101795.85794706,370.0,378.0,359.0,376.0,75001954.90811121,0.0,0.0,0.0,0.0,0.0,66.7,70.4,63.5,70.1,62893199.39259393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1435426847.0,1437183423.0,1437183423.0,14630647.0,0.0,0.0,0.0,299389606,16778422,0.0,411475341,0.0,0.0,0.0,0.0,0.0,3019.56005859375,12.06999969482422,1422.800048828125,97.7300033569336
2019-07-25,11611000.0,12103000.0,11556000.0,11743000.0,7073.00169757,257050.0,267050.0,255800.0,260350.0,75440.61496648,375.0,383.0,370.0,373.0,52941543.17040437,0.0,0.0,0.0,0.0,0.0,70.3,72.7,69.0,69.6,50841430.19934578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1434723347.0,1436479062.0,1436479062.0,15334147.0,0.0,0.0,0.0,333327647,16855931,0.0,445692499,0.0,0.0,0.0,0.0,0.0,3003.669921875,12.739999771118164,1413.9000244140625,97.81999969482422
2019-07-26,11738000.0,11738000.0,11456000.0,11680000.0,5539.77501847,260350.0,261300.0,252700.0,259850.0,70343.89110392,373.0,386.0,364.0,384.0,52202641.50544689,0.0,0.0,0.0,0.0,0.0,69.6,74.5,67.3,74.3,62002159.73364868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1435497347.0,1437254009.0,1437254009.0,14560147.0,0.0,0.0,0.0,307693133,17241120,0.0,426932556,0.0,0.0,0.0,0.0,0.0,3025.860107421875,12.15999984741211,1418.5,98.01000213623048
