date,tx_count,active_addresses,new_addresses,large_eth_transfers,token_transfers,contract_events,avg_gas_price,total_gas_used,avg_block_size,avg_block_difficulty
2023-05-08,1145960,320679,62188,136,1313368,2848652,122493509822.75,107204455706,99069.08,0
2023-05-09,1126707,325600,66414,132,1266687,2791056,103187004463.85,107266164871,104693.89,0
2023-05-10,1086375,304990,62494,194,1242162,2712864,108134611080.45,107187594512,110750.16,0
2023-05-11,1099638,296613,62356,185,1229661,2698267,113381482557.55,106161330919,108631.73,0
2023-05-12,1070884,329653,67248,210,1194562,2584834,77852992617.98,104370265978,111659.58,0
2023-05-13,994500,337490,71084,74,1086156,2471522,49682615247.4,107025026375,116493.96,0
2023-05-14,992354,342273,67361,44,1163346,2616992,48384396064.86,106679554770,110652.43,0
2023-05-15,1091921,344355,68137,156,1204444,2665070,68043747934.08,106932692984,117142.1,0
2023-05-16,1072600,323883,65236,154,1181213,2522139,64374908775.01,106956196846,129913.92,0
2023-05-17,1043585,323727,66241,133,1174717,2498772,60505535693.67,106831578600,129735.19,0
2023-05-18,1054402,310527,62665,114,1259587,2669379,61428068426.82,107300431213,116119.98,0
2023-05-19,1073998,334686,70252,112,1174133,2505531,53950566897.16,106913303098,113343.98,0
2023-05-20,1049772,395706,84209,80,1066225,2342540,38588308207.28,107536762351,112736.7,0
2023-05-21,1014742,354137,76292,70,1060679,2379949,40754757081.48,107273204402,116251.46,0
2023-05-22,1075234,324398,62813,106,1181292,2574481,54738006489.86,107282391014,115337.72,0
2023-05-23,1113165,332330,64712,144,1192457,2565401,61474276313.01,106998325104,112150.29,0
2023-05-24,1054823,326575,63594,126,1220876,2548100,51263205410.89,107274099805,123715.53,0
2023-05-25,1062757,336106,69364,90,1170036,2475598,47963979652.28,107274449146,127320.37,0
2023-05-26,1059510,342178,69214,129,1171652,2511790,38295483040.19,107410414294,129802.14,0
2023-05-27,982620,339008,71812,66,1068248,2364870,30857611373.3,107791884429,124596.79,0
2023-05-28,968996,298696,59119,71,1135542,2546715,35304442784.24,107757309494,129549.47,0
2023-05-29,1082245,334292,61899,147,1207152,2639451,43753085047.7,107276073506,121193.49,0
2023-05-30,1190789,382384,65177,145,1211399,2514310,52791040031.6,107146267870,122123.47,0
2023-05-31,1098149,366717,73845,183,1183445,2553232,45644667670.7,107125029717,124270.13,0
2023-06-01,1071180,322546,61079,179,1353677,2678841,46429527239.28,107157192361,113935.08,0
2023-06-02,1102996,397013,83639,204,1192855,2460971,37543014336.79,107030947075,124335.0,0
2023-06-03,1003794,350117,79445,70,1077350,2362820,29191407794.99,107401282557,127685.04,0
2023-06-04,962454,325499,67583,49,1070220,2344352,26538386438.99,107373427304,126344.06,0
2023-06-05,1151611,406108,91237,272,1193578,2469672,42765863719.6,106761026406,126886.68,0
2023-06-06,1095144,361565,79093,202,1191220,2482786,32443616525.65,107116134888,124526.71,0
2023-06-07,1071257,365953,79401,215,1104143,2409608,28583680801.61,107236675543,121020.9,0
2023-06-08,1008582,321680,72484,129,1112816,2364178,29881294912.51,107159303428,120772.73,0
2023-06-09,1046976,337893,76545,96,1103835,2299896,27112035037.37,107509103164,124599.31,0
2023-06-10,1204433,432081,107796,147,1170716,2281440,29347417845.68,107523718145,121489.75,0
2023-06-11,1106073,474701,140073,54,1037650,2102227,22461462688.09,107844501180,123524.98,0
2023-06-12,975959,338344,73053,196,1050536,2264456,22163743288.2,107596394105,129239.53,0
2023-06-13,952433,324892,70108,157,1000519,2183279,21159834803.19,107823692688,128065.17,0
2023-06-14,1023424,366592,85801,143,1107829,2287477,26846036953.94,107340713262,136985.13,0
2023-06-15,1110065,412743,81469,160,1191874,2435427,23774015839.95,107253838737,130752.42,0
2023-06-16,1146585,409348,79623,140,1121552,2361663,25512775797.27,107574462278,125978.23,0
2023-06-17,984217,365384,72360,77,967378,2224493,22782178091.42,108193451420,128619.3,0
2023-06-18,1001818,361430,66397,24,888568,2083203,19258566570.36,108261848267,113832.17,0
2023-06-19,1046350,372540,74109,87,965528,2180989,23797800157.5,107942591038,116479.06,0
2023-06-20,1072045,329288,69137,143,1019474,2241462,23485662782.56,107761196712,131260.71,0
2023-06-21,1091714,370671,86090,299,1085796,2325153,25911901778.4,107844861509,128807.53,0
2023-06-22,1052333,342411,73239,242,1125138,2366179,21751822866.88,107523681991,127231.37,0
2023-06-23,1054976,371003,79459,122,1161698,2441370,24162209447.55,107627305375,123664.29,0
2023-06-24,1004563,314992,75988,76,1000574,2210675,19458952565.27,107981328741,115355.71,0
2023-06-25,934895,296000,73655,71,969869,2216553,16577140864.29,107964669320,123544.15,0
2023-06-26,996984,327855,74638,154,1058565,2280320,18356299420.57,107668409334,131321.39,0
2023-06-27,1067370,333033,76244,128,1057908,2260060,23748973334.48,107312132386,138405.14,0
2023-06-28,1094481,352267,92938,138,1146814,2390041,25018334896.41,107925888053,137402.29,0
2023-06-29,1064346,306582,71434,113,1190382,2543130,38654952328.97,107600384522,128956.45,0
2023-06-30,1129184,375508,93099,254,1168392,2436407,34621226393.91,107453390131,129743.7,0
2023-07-01,1015838,325022,73110,57,1127770,2448916,21910160117.53,107535924039,123770.53,0
2023-07-02,925771,285850,65127,51,1039743,2366573,18910143641.26,108018071893,126045.02,0
2023-07-03,1061564,328326,71733,121,1123816,2433201,25568830309.66,107484628799,127428.68,0
2023-07-04,931944,293260,63773,81,1026532,2141907,29850456504.19,108018204870,125092.54,0
2023-07-05,760586,228025,48313,85,773246,1594873,57566023935.44,109178663083,81882.11,0
2023-07-06,914280,258511,52906,123,1070137,2224652,43880041029.0,107973276578,102569.33,0
2023-07-07,1038341,286217,65572,107,1284312,2701808,37103223627.55,107353620951,124136.01,0
2023-07-08,1014086,293775,77698,57,1184011,2608248,23397412309.83,107384662757,128617.43,0
2023-07-09,954379,284888,69709,23,1116245,2497776,22277574743.8,107495686668,132286.9,0
2023-07-10,1057858,350112,78108,86,1138767,2489263,26739882254.79,107331893503,134190.15,0
2023-07-11,1091428,357844,86735,97,1203046,2572620,26455315457.13,107353064067,136491.41,0
2023-07-12,1041317,315937,70651,129,1175627,2529006,32325010850.91,107354456303,145932.11,0
2023-07-13,1121269,334234,78468,234,1185477,2502373,38624753221.98,107203757383,147028.73,0
2023-07-14,1110332,372821,97289,203,1155621,2445707,28944487053.8,107236665648,140258.15,0
2023-07-15,950700,309427,77832,57,1064262,2414435,18217728226.97,106813589107,151157.64,0
2023-07-16,946750,276799,63587,41,1206631,2690551,20792150840.15,107389490119,142640.18,0
2023-07-17,1036419,290739,62393,134,1273887,2713035,26924628979.62,107670132511,136327.89,0
2023-07-18,1175963,373019,97040,158,1208539,2513657,35478900204.56,107512689232,133813.24,0
2023-07-19,1093783,342678,88651,136,1209580,2624381,31907187217.54,107510809713,137534.32,0
2023-07-20,1049510,302076,65659,120,1267127,2711072,32009270116.36,107765591746,135726.07,0
2023-07-21,1110882,329263,80603,124,1212585,2649552,33374464370.26,107722646704,128426.65,0
2023-07-22,1004374,301105,68641,64,1183176,2792140,23553563818.75,107833001730,142345.44,0
2023-07-23,977305,293656,68146,47,1149452,2669568,25073407368.29,107958237509,140225.79,0
2023-07-24,1036300,300940,66901,131,1219422,2689399,38558174115.17,107873689908,140042.25,0
2023-07-25,990249,279847,60001,124,1214520,2693273,36003490175.22,107711115359,148832.56,0
2023-07-26,1029348,303944,66662,117,1158017,2572294,31655338914.41,107942018518,154034.31,0
2023-07-27,998420,292404,60144,67,1178606,2628675,36951833603.5,107813302359,152257.11,0
2023-07-28,1014601,306337,63660,99,1202082,2642108,42606260991.85,107755731066,143968.15,0
2023-07-29,991161,300056,66209,43,1217488,2692753,25935396507.72,107886198648,145035.35,0
2023-07-30,981157,316034,70255,52,1010993,2371807,23605579597.38,107921070448,169552.06,0
2023-07-31,1048101,365520,73642,145,1164448,2521959,27661560031.94,108138723329,154613.78,0
2023-08-01,1068108,309031,62203,195,1181493,2565843,27190618466.59,108014422548,145718.85,0
2023-08-02,1042149,313841,66955,122,1208433,2669649,29177145258.57,107993092633,141928.4,0
2023-08-03,1049539,332741,68874,93,1240702,2666378,27012243724.81,107793758866,152153.97,0
2023-08-04,1075359,356902,75683,117,1115285,2516619,23308784539.06,107947687465,155533.68,0
2023-08-05,1124372,304083,59008,52,1156572,2596336,20081142056.31,107993871315,150721.18,0
2023-08-06,987506,290021,57020,43,1086280,2470371,18489769137.79,108019767910,145642.78,0
2023-08-07,1047336,301151,59953,100,1264171,2704973,28306852038.17,107800652867,157001.5,0
2023-08-08,1098689,313598,62672,100,1156975,2572627,28849880481.25,107801718774,158545.55,0
2023-08-09,1076595,362318,68621,91,1202549,2658163,26008814331.0,107774603331,152531.17,0
2023-08-10,1037733,318212,66679,85,1214689,2701369,26846010827.34,107793228256,151942.85,0
2023-08-11,1050203,338179,66236,95,1252375,2749021,22812399922.49,107816529245,147380.29,0
2023-08-12,972839,301491,61903,35,1158470,2636311,18003778078.56,107970643228,149081.83,0
2023-08-13,920802,288818,57302,35,1154330,2636539,18081560274.17,108276126572,148529.89,0
2023-08-14,1009971,319791,66680,77,1253665,2719566,25986697420.53,108013277969,155932.97,0
2023-08-15,1056395,333511,73414,88,1272040,2706802,30460246581.53,107829890177,170631.4,0
2023-08-16,1076026,314601,65893,112,1223358,2686987,35785426654.78,107868979220,149514.24,0
2023-08-17,1065879,320433,66673,252,1329831,2755179,43353587426.04,107721784436,151093.46,0
2023-08-18,1081417,349735,68407,295,1241995,2701091,29143247105.59,107645212667,145455.89,0
2023-08-19,1041484,377842,67137,73,1089037,2565540,18048510123.75,107783597822,157058.63,0
2023-08-20,943440,304445,58462,71,1159402,2696287,19061660587.3,108009920526,154300.62,0
2023-08-21,1010718,300113,59149,149,1139015,2683138,27430425280.53,107844302938,154841.04,0
2023-08-22,1040834,302767,57866,155,1178511,2658550,36042583149.83,107885676918,144587.71,0
2023-08-23,1045220,312283,62176,144,1223860,2700232,26627646516.4,107931585163,160163.96,0
2023-08-24,1055235,319332,58392,91,1169834,2636105,23912416712.24,107708862431,157728.7,0
2023-08-25,1025742,298992,57127,135,1177110,2695137,27727821506.87,107753305360,157141.9,0
2023-08-26,990794,348928,80783,21,1104479,2634326,16163126040.95,107922680382,159257.85,0
2023-08-27,907110,304215,60986,34,1086496,2543827,16164619462.3,108184191166,149980.54,0
2023-08-28,995843,276490,54320,79,1219827,2732608,32091168743.5,107896201873,148567.69,0
2023-08-29,1019692,302494,60276,152,1218463,2747051,37967538968.33,107559620314,161771.35,0
2023-08-30,1027316,335216,69508,89,1171637,2620866,26987541192.39,107681366952,158305.34,0
2023-08-31,1010128,312663,70531,144,1218848,2647163,26022197243.48,107799514730,166957.18,0
2023-09-01,1006635,333691,65958,114,1130529,2559099,21945116195.3,107878959922,156911.84,0
2023-09-02,1024172,396583,104257,61,1053371,2376783,15384540378.29,107840061665,155530.31,0
2023-09-03,1038128,414308,103352,37,1043626,2413287,15194046509.29,108044353004,158494.51,0
2023-09-04,952440,289165,62623,106,1230455,2612588,19988471933.98,108323453174,151792.23,0
2023-09-05,994049,317522,65103,95,1337128,2767945,21911470940.83,108042919702,163443.34,0
2023-09-06,1058940,354656,70635,91,1103616,2569728,23356596885.44,107552486307,160743.17,0
2023-09-07,1017089,324584,66525,93,1239408,2713386,22790405452.53,107985160051,162601.81,0
2023-09-08,1014297,319090,71551,96,1112424,2601548,21677420984.92,107771034844,165177.0,0
2023-09-09,929400,299890,68005,31,1002301,2406353,14213972669.14,107953960489,167661.95,0
2023-09-10,866548,272349,57435,72,1044663,2465985,13221297332.84,108194133311,174202.32,0
2023-09-11,1021616,358166,74152,267,1072334,2474131,26627248506.06,107995200067,173455.1,0
2023-09-12,1092958,440226,98724,393,1049733,2366976,19955221719.38,107809254006,167821.59,0
2023-09-13,1627860,1028670,220014,121,907874,2123522,23828252109.7,107823261717,159746.93,0
2023-09-14,1071590,378361,86655,127,1101967,2570407,22538728517.11,107428930369,178679.34,0
2023-09-15,1002709,321523,70220,102,1090542,2498728,20741545084.81,107052156966,174851.29,0
2023-09-16,922374,304271,67048,45,1021377,2362390,13803085155.76,107137926464,176711.66,0
2023-09-17,879624,290900,65172,33,951037,2270148,12180974955.69,106744326789,174361.33,0
2023-09-18,979571,313767,68018,109,1079016,2426558,20745638649.24,107520100755,178477.14,0
2023-09-19,1002911,321036,69447,98,1106493,2480787,16487181115.07,107834628557,173548.08,0
2023-09-20,1012663,326351,73644,104,1093458,2545212,18468061245.4,107980933672,170537.28,0
2023-09-21,1131119,464335,93205,89,1077036,2389162,38877485920.12,107883826233,170290.67,0
2023-09-22,974991,326609,72985,94,1384565,2702787,13017038958.38,107826684082,166432.44,0
2023-09-23,863503,301568,73170,33,1218102,2465376,10829844791.03,108565086880,161046.39,0
2023-09-24,883746,293834,65546,59,917998,2234503,10394171996.08,108309749962,161844.69,0
2023-09-25,990751,314950,70406,74,1031003,2420661,16689626817.21,108055685620,173657.52,0
2023-09-26,1041222,336186,75431,71,1207644,2556569,19272125610.12,107930542555,167526.77,0
2023-09-27,1056862,336147,72502,89,1200194,2517846,15250870992.55,107922063743,175606.74,0
2023-09-28,1030538,347811,79228,181,1115220,2454141,14813632156.82,107744858590,173503.46,0
2023-09-29,1024678,345016,75533,171,1092146,2408553,13039730061.9,107899780346,171890.03,0
2023-09-30,977771,316710,70214,132,1068314,2434863,11215628850.69,108229715830,180846.09,0
2023-10-01,922694,299096,60386,127,1077702,2431736,10825727079.47,108431638141,168990.4,0
2023-10-02,1016845,303471,60336,238,1158588,2579318,22796713569.07,108255055043,171104.08,0
2023-10-03,1002455,313334,63208,139,1147535,2573216,15047829338.85,107975019944,162682.58,0
2023-10-04,983598,320517,65283,151,1164176,2547668,12740447739.92,108129023497,166767.7,0
2023-10-05,955796,311248,64681,126,1087944,2412789,12190494885.53,108248641611,170983.18,0
2023-10-06,993544,332471,70793,121,1116511,2476282,11118749181.89,108193549021,167306.3,0
2023-10-07,996807,343897,81265,77,1408381,2726924,9225964156.82,108299147948,175808.27,0
2023-10-08,924403,298756,72243,79,1046837,2404640,8803796378.28,108310841816,176967.02,0
2023-10-09,993579,315951,73266,113,1152053,2511613,11285593525.34,107969520316,178378.39,0
2023-10-10,1005950,316035,62248,124,1102412,2400382,10418480920.22,108170577565,184993.15,0
2023-10-11,1005828,334039,62202,128,1161904,2504520,10809777558.75,107833120136,186186.37,0
2023-10-12,1004069,327154,64669,110,1165353,2578786,11566035535.45,108026703448,160804.04,0
2023-10-13,1007291,321346,70222,117,1140377,2493788,11614719089.19,108033307181,154044.09,0
2023-10-14,898577,289150,66846,51,1004731,2545373,7940853545.02,108563626204,158238.54,0
2023-10-15,921231,308680,73284,45,1095890,2539543,8599934582.83,108491841539,152520.9,0
2023-10-16,1027904,326323,71392,163,1198744,2691529,14850235863.5,108254158734,161083.11,0
2023-10-17,1002389,322095,65367,131,1170241,2719780,12340604841.11,108018835545,163966.06,0
2023-10-18,1010682,312316,58579,135,1141779,2634248,12820216358.15,107889537163,162115.76,0
2023-10-19,997931,299288,57434,98,1169257,2617258,13178353285.28,107903454552,152556.62,0
2023-10-20,1087921,356382,64802,223,1164703,2555580,16980753563.67,108006805926,154733.25,0
2023-10-21,987400,307764,60578,95,1119568,2597363,11306750981.7,107977270328,167975.92,0
2023-10-22,980622,309947,62418,77,1259685,2637649,11480215760.16,107991323899,165805.41,0
2023-10-23,1063574,324971,68941,238,1208736,2620267,25898811752.02,107985283550,160488.85,0
2023-10-24,1098323,340699,76968,287,1229680,2593545,31356942565.66,107753291288,150052.39,0
2023-10-25,1081158,325278,66375,145,1190732,2588573,29650142245.08,107561248515,151095.17,0
2023-10-26,1091779,335131,75661,167,1152715,2530432,28965039599.32,107843005214,146394.83,0
2023-10-27,1034649,312510,61665,159,1172709,2925874,22917952679.27,107995689909,158915.17,0
2023-10-28,991315,306380,59987,66,1069183,2637585,17658107989.92,107789681968,168076.58,0
2023-10-29,1071556,311112,56312,54,1038583,2435202,18114650622.87,107819983084,168749.82,0
2023-10-30,1094713,327744,62286,183,1151314,2576048,27247936475.82,107827177101,156618.87,0
2023-10-31,1089606,323331,71044,135,1140919,2532601,29033154311.52,107631123242,159346.24,0
2023-11-01,1101380,326007,67414,210,1219577,2640791,30502115045.1,107945356524,158828.63,0
2023-11-02,1045341,317616,67856,188,1170356,2542982,30074060483.95,107597693913,156855.5,0
2023-11-03,1104674,329762,63313,157,1162067,2506608,26833119086.14,107677024419,168887.16,0
2023-11-04,1013882,294908,56657,55,1167646,2599605,20081868286.8,107692112646,187622.75,0
2023-11-05,1034459,297466,58803,105,1132029,2541891,23092755495.11,107653059068,187104.85,0
2023-11-06,1101645,313513,62001,185,1178382,2557675,34963340750.72,107776634539,166015.54,0
2023-11-07,1055975,321850,64890,190,1365373,2728672,31764118197.95,107902868960,175214.33,0
2023-11-08,1066274,315016,60147,178,1115092,2527791,36835194279.33,107937804240,179359.92,0
2023-11-09,1125199,352712,80114,294,1141213,2439405,57102480375.01,107941360503,172209.91,0
2023-11-10,1146191,369842,80260,312,1228898,2647530,44566249162.54,107972463441,145591.93,0
2023-11-11,1107685,329418,71452,130,1207757,2610603,33766431270.84,107895921915,185329.78,0
2023-11-12,1061494,309539,64530,178,1163832,2652421,32887947140.51,107890578358,186807.49,0
2023-11-13,1088278,296892,57541,235,1183552,2692046,54342492133.28,107858538606,147011.19,0
2023-11-14,1050000,297588,58268,219,1190582,2633413,42769074309.51,108062171960,171025.35,0
2023-11-15,1075386,313154,61893,208,1181739,2592054,39406915228.94,107844318514,178160.1,0
2023-11-16,1093005,324835,66831,223,1151476,2528383,39562673470.43,108002812540,174450.79,0
2023-11-17,1084679,315701,65320,208,1149474,2560646,32579592055.74,107938758996,177573.1,0
2023-11-18,1134614,300653,59184,151,1162736,2811719,27278257634.25,107393638273,186943.0,0
2023-11-19,983460,301593,61056,89,1187714,2649929,24844635282.46,107813142128,202656.93,0
2023-11-20,1151945,360564,88107,163,1187163,2432071,45131791880.59,107964279468,162722.29,0
2023-11-21,1129495,336700,64396,151,1120113,2440968,45641080284.44,107865462611,161183.06,0
2023-11-22,1142003,346243,71046,287,1135375,2487793,45161108096.55,107838403023,168792.92,0
2023-11-23,1123339,344315,79730,142,1077051,2441441,37337252875.5,107864151826,187873.91,0
2023-11-24,1068410,334475,72584,172,1134605,2523707,33263276750.3,107750826814,200594.95,0
2023-11-25,985612,307577,65615,58,1119862,2536479,26140756115.17,107936575620,232568.65,0
2023-11-26,989613,298817,60372,74,1117312,2546010,28528695134.52,107778568328,222429.97,0
2023-11-27,1077314,302063,60925,190,1140878,2592172,37580579846.19,107702123594,170489.26,0
2023-11-28,1155016,312553,64681,169,1113670,2562371,46073858389.37,107824735828,164947.46,0
2023-11-29,1151825,316119,65123,144,1194273,2610065,42539356165.93,107940875890,160316.86,0
2023-11-30,1119717,321097,67246,184,1179545,2625077,51292428374.49,107888214993,152175.41,0
2023-12-01,1119260,337368,67194,233,1145177,2586894,47902562692.31,107863170034,143112.53,0
2023-12-02,1210135,317130,62323,62,1151893,2598319,39046408863.71,108073234725,164445.6,0
2023-12-03,1030989,319671,63677,85,1244514,2798341,37558175913.88,107731495784,172788.91,0
2023-12-04,1158630,362495,69391,184,1206749,2625290,52284180839.62,107932894414,141231.54,0
2023-12-05,1197166,348762,68789,176,1160619,2524513,62249090971.82,107825092919,156904.6,0
2023-12-06,1126986,344416,71544,215,1106100,2452551,61927988726.89,107655420086,189236.04,0
2023-12-07,1159526,370082,78851,169,1210858,2627512,55535210756.99,107619362929,150164.53,0
2023-12-08,1182465,389370,82244,207,1151049,2513749,47393303835.97,107734640482,179373.74,0
2023-12-09,1120555,365167,82953,94,1130023,2448799,38300260671.44,107775026891,196368.74,0
2023-12-10,1129096,350951,73600,76,1180435,2793773,38086143980.38,108026932108,160807.44,0
2023-12-11,1087662,328624,68351,245,1119547,2386169,41508837912.08,108107606481,198217.65,0
2023-12-12,1076667,328521,67652,187,1061224,2283650,50122096804.65,108106962359,226854.32,0
2023-12-13,1081514,316721,63492,172,1006474,2235515,53102099692.83,107951238138,241419.84,0
2023-12-14,1157276,347605,75528,153,1045993,2274827,50490208852.51,107686124251,219930.17,0
2023-12-15,1162222,340418,69042,172,1042535,2298945,62408897334.96,107844138701,197602.61,0
2023-12-16,1056961,309874,65235,74,969886,2131478,56142820542.08,107658432944,243349.97,0
2023-12-17,1081782,330264,70693,85,1050725,2323854,43035438460.82,107644874518,195340.37,0
2023-12-18,1137970,341692,69145,221,1225061,2436416,65135843878.18,107799727606,180633.95,0
2023-12-19,1153138,374430,90422,209,1010098,2255209,59461865665.71,107521423941,195440.53,0
2023-12-20,1246531,420656,108279,265,989469,2259155,59904298983.58,107579988983,173457.69,0
2023-12-21,1242003,433171,85245,224,1087797,2391046,44677681379.12,107751019186,148209.53,0
2023-12-22,1205712,424770,94364,272,1178206,2539882,37780442259.76,107605180103,157152.84,0
2023-12-23,1121929,365826,78666,86,1298292,2836978,25841520736.31,107629555293,163070.28,0
2023-12-24,1140411,373538,90027,74,1188569,2617751,25761943569.78,107427708036,151160.5,0
2023-12-25,1102694,362152,73980,66,1323329,2904060,26045896236.39,107288173904,147694.6,0
2023-12-26,1116447,370005,83053,144,1145924,2588156,22207584805.18,107826286358,168868.43,0
2023-12-27,1137685,371654,79608,231,1044581,2246704,31475090098.28,107320132740,173258.38,0
2023-12-28,1185508,409573,84826,276,1127086,2365403,34067777487.29,107586891315,150761.92,0
2023-12-29,1110469,351161,75572,249,1179734,2614579,28027641089.33,107328229193,154346.0,0
2023-12-30,1090893,368094,81586,96,1135160,2522785,22897728248.55,107328398745,160442.48,0
2023-12-31,1061956,351961,75277,90,1156123,2639999,17377901165.1,107822421080,166562.54,0
2024-01-01,1101465,413772,69155,120,1069634,2397976,14906085174.48,107407637525,172255.6,0
2024-01-02,1128657,381274,82699,188,1143956,2419043,22284590590.39,107478678978,175613.36,0
2024-01-03,1092220,340732,69839,228,1203166,2592319,39988832546.28,107766428329,162254.06,0
2024-01-04,1116573,347124,73718,196,1186006,2509722,26099893222.56,107488204769,159506.51,0
2024-01-05,1069252,341397,72571,210,1113459,2501929,22821996688.11,107245315367,203316.29,0
2024-01-06,994947,324336,75133,63,1053263,2316149,20329524155.61,106831408703,272026.99,0
2024-01-07,1049831,397726,98179,52,892824,2026910,32535045831.81,107394196834,264242.1,0
2024-01-08,1073535,362225,81366,206,1155126,2358243,27437921443.2,107128253991,207398.93,0
2024-01-09,1078832,364028,80603,208,1242480,2650754,24802785500.61,107735811426,164297.07,0
2024-01-10,1247106,502352,93093,373,968143,2089730,41561765444.14,108039914246,151466.81,0
2024-01-11,1209246,453611,92291,275,1112147,2312592,35400353754.16,107494111854,159987.6,0
2024-01-12,1209875,439203,84584,268,1204879,2406772,27776006347.89,108005495587,164505.39,0
2024-01-13,1212202,345338,72527,97,1216183,2475322,19986845328.65,108005730581,164479.69,0
2024-01-14,1961144,266853,59078,75,923148,1907724,38786781856.42,108134241314,157390.25,0
2024-01-15,1154132,344717,74549,152,1250304,2540620,26164485425.52,108163633646,164763.6,0
2024-01-16,1269778,328434,74784,157,1178929,2503937,36888126667.89,108180953706,149582.38,0
2024-01-17,1181029,332522,82288,138,1276121,2660760,40102180616.28,107968963473,147667.02,0
2024-01-18,1204406,361659,82307,156,1241308,2562602,37668315196.68,107969323481,141325.28,0
2024-01-19,1173934,382808,89534,154,1193275,2537448,33271450114.43,108078043228,148409.59,0
2024-01-20,1062400,354356,77143,50,1397528,3022763,19308792980.95,108259517050,167383.07,0
2024-01-21,1119258,376096,75432,51,1090744,2556235,16362395892.74,106895847127,168369.64,0
2024-01-22,1076456,342453,73380,213,1252661,2704213,21817992412.62,107066175822,162926.61,0
2024-01-23,1083406,360995,74560,268,1191979,2528607,18590570686.2,107559721243,159495.53,0
2024-01-24,1080129,357039,78495,163,1221685,2672073,15447411952.02,107890753868,171308.89,0
2024-01-25,1173661,404111,85234,247,1191019,2532956,28883670049.79,107897157665,154859.25,0
2024-01-26,1172353,414723,92518,206,1138872,2444974,22573714572.73,107806677082,159254.9,0
2024-01-27,1147736,443566,91218,73,1077755,2388653,15310918126.95,107624862310,158321.76,0
2024-01-28,1128110,411063,93200,58,1190918,2721475,14594281981.97,107888489936,168391.13,0
2024-01-29,1115710,394641,91934,187,1099524,2436609,16805633146.44,107991132926,167905.13,0
2024-01-30,1190513,411591,83902,165,1113781,2459543,31884774468.96,107940522562,163606.18,0
2024-01-31,1137621,378907,78570,189,1121306,2458775,29203802450.94,107737421516,163250.46,0
2024-02-01,1127338,374371,74831,178,1143788,2480359,31392970368.18,107815064064,144260.11,0
2024-02-02,1108172,378685,82628,135,1240110,2726354,24500437326.93,107869357288,149793.69,0
2024-02-03,1054604,360079,76217,49,1086894,2532263,22511514075.3,107882343219,153626.99,0
2024-02-04,1049649,379578,84157,61,1135510,2591780,18512427976.36,107809884439,153334.12,0
2024-02-05,1120237,407356,91371,161,1151504,2565345,22341636359.97,107912071842,161689.07,0
2024-02-06,1080846,369497,90964,180,1100341,2306757,37660659816.23,107853818287,139481.76,0
2024-02-07,1143018,371423,91612,156,1073030,2300387,43071499864.56,108032034472,147374.94,0
2024-02-08,1052168,327052,72655,180,1118400,2378188,60785647336.16,107796228622,124363.71,0
2024-02-09,1075272,366572,79928,261,1173415,2378069,71415240827.87,107744163399,115653.21,0
2024-02-10,1010940,345349,81343,82,1190142,2404634,38670181399.25,107920858560,130605.8,0
2024-02-11,1027275,350765,77602,48,1680442,2951866,30469736561.66,107973234501,142849.34,0
2024-02-12,984284,322041,67795,165,1858982,3230633,43865510119.36,108336399815,145335.21,0
2024-02-13,1102512,396612,78069,216,1368241,2583349,34487521503.8,108034822123,173690.1,0
2024-02-14,1130386,411464,85308,170,1379758,2635517,30055114476.24,107963565178,170734.21,0
2024-02-15,1153897,398362,86260,161,1230554,2457752,39172512560.73,107909845451,152077.83,0
2024-02-16,1179007,400848,88492,161,1179293,2463944,30843412372.75,107876645228,155411.53,0
2024-02-17,1078511,363935,77133,66,1171029,2511441,22606061105.66,107808972332,168731.66,0
2024-02-18,1093072,364662,78417,89,1274973,2645762,25482158308.18,107612687137,172153.82,0
2024-02-19,1146697,390905,87250,186,1193277,2494454,37551815367.58,107596176309,158452.09,0
2024-02-20,1149756,392159,85879,221,1173312,2398263,41425451233.51,108103664047,178401.64,0
2024-02-21,1100360,358680,77267,180,1079945,2265593,43659442265.37,107696619297,202663.54,0
2024-02-22,1082822,347412,75863,185,1045580,2164164,51383326352.99,108040640154,166916.66,0
2024-02-23,1159988,391279,91490,129,1226351,2418762,44869526260.09,108054519966,179666.43,0
2024-02-24,1101339,386116,91856,86,1190025,2527102,30785077920.88,108601405592,189942.25,0
2024-02-25,1102202,399463,94589,101,1215947,2661320,31687193252.11,108425387700,192390.07,0
2024-02-26,1187460,417035,98058,247,1116507,2343309,44049515982.21,108199123255,183794.06,0
2024-02-27,1219667,424250,106446,200,1147579,2381029,52078273471.23,108378433181,173489.49,0
2024-02-28,1227000,427439,109116,246,1126147,2294002,65493392699.4,108230695232,180017.73,0
2024-02-29,1236458,413183,98291,192,1068450,2238636,74113151775.11,108219695232,179053.38,0
2024-03-01,1205380,419530,89394,182,1120641,2390223,58406377545.77,108685731684,166694.8,0
2024-03-02,1210225,418072,98321,101,1200552,2521460,52441171233.16,108495209709,164913.46,0
2024-03-03,1182830,416706,88883,86,1187801,2534188,54765290988.19,108718074450,167956.59,0
2024-03-04,1267200,413049,96950,188,1319178,2667622,86436145511.24,108653858699,142815.87,0
2024-03-05,1303724,425959,108163,323,1264597,2516887,98680928276.01,108593584113,157852.48,0
2024-03-06,1218992,399979,91719,288,1300012,2664005,83456739428.62,108438373463,146359.19,0
